FIPS,COUNTY,STABRV,STATE,PROVIDERS
"02063",Chugach Census Area,AK,Alaska,"1"
"26023",Branch County,MI,Michigan,"0"
"17201",Winnebago County,IL,Illinois,"2"
"37181",Vance County,NC,North Carolina,"0"
"17073",Henry County,IL,Illinois,"0"
"16021",Boundary County,ID,Idaho,"2"
"31031",Cherry County,NE,Nebraska,"0"
"29077",Greene County,MO,Missouri,"5"
"41047",Marion County,OR,Oregon,"4"
"17025",Clay County,IL,Illinois,"0"
"01113",Russell County,AL,Alabama,"0"
"23029",Washington County,ME,Maine,"0"
"38031",Foster County,ND,North Dakota,"0"
"31135",Perkins County,NE,Nebraska,"0"
"29181",Ripley County,MO,Missouri,"0"
"42113",Sullivan County,PA,Pennsylvania,"1"
"38069",Pierce County,ND,North Dakota,"0"
"31069",Garden County,NE,Nebraska,"0"
"19073",Greene County,IA,Iowa,"0"
"26057",Gratiot County,MI,Michigan,"0"
"20125",Montgomery County,KS,Kansas,"0"
"39153",Summit County,OH,Ohio,"3"
"48069",Castro County,TX,Texas,"0"
"53001",Adams County,WA,Washington,"0"
"48127",Dimmit County,TX,Texas,"0"
"04015",Mohave County,AZ,Arizona,"0"
"06061",Placer County,CA,California,"5"
"22125",West Feliciana Parish,LA,Louisiana,"0"
"33009",Grafton County,NH,New Hampshire,"5"
"40041",Delaware County,OK,Oklahoma,"1"
"48087",Collingsworth County,TX,Texas,"0"
"50009",Essex County,VT,Vermont,"1"
"02185",North Slope Borough,AK,Alaska,"0"
"05111",Poinsett County,AR,Arkansas,"0"
"13225",Peach County,GA,Georgia,"0"
"18097",Marion County,IN,Indiana,"18"
"20151",Pratt County,KS,Kansas,"0"
"27123",Ramsey County,MN,Minnesota,"16"
"29039",Cedar County,MO,Missouri,"0"
"36037",Genesee County,NY,New York,"3"
"48169",Garza County,TX,Texas,"0"
"48343",Morris County,TX,Texas,"0"
"51790",Staunton city,VA,Virginia,"0"
"20081",Haskell County,KS,Kansas,"0"
"29141",Morgan County,MO,Missouri,"0"
"26019",Benzie County,MI,Michigan,"0"
"27031",Cook County,MN,Minnesota,"0"
"30041",Hill County,MT,Montana,"0"
"38021",Dickey County,ND,North Dakota,"0"
"41033",Josephine County,OR,Oregon,"1"
"53051",Pend Oreille County,WA,Washington,"0"
"08041",El Paso County,CO,Colorado,"12"
"17041",Douglas County,IL,Illinois,"0"
"26155",Shiawassee County,MI,Michigan,"5"
"28017",Chickasaw County,MS,Mississippi,"0"
"28101",Newton County,MS,Mississippi,"0"
"30049",Lewis and Clark County,MT,Montana,"4"
"42119",Union County,PA,Pennsylvania,"0"
"18011",Boone County,IN,Indiana,"8"
"47125",Montgomery County,TN,Tennessee,"4"
"29149",Oregon County,MO,Missouri,"1"
"01111",Randolph County,AL,Alabama,"0"
"21147",McCreary County,KY,Kentucky,"0"
"29047",Clay County,MO,Missouri,"3"
"48075",Childress County,TX,Texas,"0"
"01031",Coffee County,AL,Alabama,"0"
"22121",West Baton Rouge Parish,LA,Louisiana,"1"
"17155",Putnam County,IL,Illinois,"0"
"19103",Johnson County,IA,Iowa,"0"
"29089",Howard County,MO,Missouri,"0"
"31167",Stanton County,NE,Nebraska,"0"
"39175",Wyandot County,OH,Ohio,"0"
"48027",Bell County,TX,Texas,"0"
"48145",Falls County,TX,Texas,"0"
"55131",Washington County,WI,Wisconsin,"0"
"18107",Montgomery County,IN,Indiana,"0"
"20193",Thomas County,KS,Kansas,"0"
"39159",Union County,OH,Ohio,"3"
"28075",Lauderdale County,MS,Mississippi,"0"
"20075",Hamilton County,KS,Kansas,"0"
"02013",Aleutians East Borough,AK,Alaska,"0"
"35059",Union County,NM,New Mexico,"0"
"42083",McKean County,PA,Pennsylvania,"0"
"55027",Dodge County,WI,Wisconsin,"1"
"27047",Freeborn County,MN,Minnesota,"0"
"26133",Osceola County,MI,Michigan,"0"
"27051",Grant County,MN,Minnesota,"0"
"48003",Andrews County,TX,Texas,"0"
"45015",Berkeley County,SC,South Carolina,"3"
"02105",Hoonah-Angoon Census Area,AK,Alaska,"0"
"27079",Le Sueur County,MN,Minnesota,"0"
"48255",Karnes County,TX,Texas,"0"
"51540",Charlottesville city,VA,Virginia,"4"
"56031",Platte County,WY,Wyoming,"0"
"27101",Murray County,MN,Minnesota,"0"
"29079",Grundy County,MO,Missouri,"0"
"48049",Brown County,TX,Texas,"0"
"19153",Polk County,IA,Iowa,"12"
"39149",Shelby County,OH,Ohio,"0"
"48451",Tom Green County,TX,Texas,"0"
"17035",Cumberland County,IL,Illinois,"0"
"39165",Warren County,OH,Ohio,"2"
"48243",Jeff Davis County,TX,Texas,"0"
"40043",Dewey County,OK,Oklahoma,"0"
"48349",Navarro County,TX,Texas,"0"
"48219",Hockley County,TX,Texas,"0"
"36021",Columbia County,NY,New York,"2"
"30081",Ravalli County,MT,Montana,"1"
"13307",Webster County,GA,Georgia,"0"
"47099",Lawrence County,TN,Tennessee,"0"
"28039",George County,MS,Mississippi,"0"
"54075",Pocahontas County,WV,West Virginia,"0"
"35049",Santa Fe County,NM,New Mexico,"1"
"35029",Luna County,NM,New Mexico,"0"
"28029",Copiah County,MS,Mississippi,"1"
"55067",Langlade County,WI,Wisconsin,"0"
"28139",Tippah County,MS,Mississippi,"0"
"13067",Cobb County,GA,Georgia,"13"
"21215",Spencer County,KY,Kentucky,"1"
"48329",Midland County,TX,Texas,"0"
"08045",Garfield County,CO,Colorado,"0"
"40039",Custer County,OK,Oklahoma,"0"
"08079",Mineral County,CO,Colorado,"0"
"17099",LaSalle County,IL,Illinois,"0"
"29203",Shannon County,MO,Missouri,"0"
"08073",Lincoln County,CO,Colorado,"0"
"48441",Taylor County,TX,Texas,"1"
"48263",Kent County,TX,Texas,"0"
"48207",Haskell County,TX,Texas,"0"
"31073",Gosper County,NE,Nebraska,"0"
"31059",Fillmore County,NE,Nebraska,"0"
"51187",Warren County,VA,Virginia,"0"
"01105",Perry County,AL,Alabama,"0"
"51155",Pulaski County,VA,Virginia,"1"
"28119",Quitman County,MS,Mississippi,"0"
"29025",Caldwell County,MO,Missouri,"0"
"56041",Uinta County,WY,Wyoming,"1"
"50015",Lamoille County,VT,Vermont,"0"
"35001",Bernalillo County,NM,New Mexico,"10"
"15009",Maui County,HI,Hawaii,"1"
"39171",Williams County,OH,Ohio,"0"
"38089",Stark County,ND,North Dakota,"0"
"20009",Barton County,KS,Kansas,"0"
"40149",Washita County,OK,Oklahoma,"0"
"48113",Dallas County,TX,Texas,"20"
"19009",Audubon County,IA,Iowa,"0"
"20165",Rush County,KS,Kansas,"0"
"51550",Chesapeake city,VA,Virginia,"7"
"18103",Miami County,IN,Indiana,"2"
"49043",Summit County,UT,Utah,"3"
"20039",Decatur County,KS,Kansas,"0"
"27087",Mahnomen County,MN,Minnesota,"0"
"38079",Rolette County,ND,North Dakota,"0"
"05141",Van Buren County,AR,Arkansas,"0"
"48265",Kerr County,TX,Texas,"0"
"29091",Howell County,MO,Missouri,"0"
"41039",Lane County,OR,Oregon,"5"
"48055",Caldwell County,TX,Texas,"2"
"30001",Beaverhead County,MT,Montana,"1"
"37067",Forsyth County,NC,North Carolina,"7"
"37081",Guilford County,NC,North Carolina,"6"
"51590",Danville city,VA,Virginia,"1"
"51730",Petersburg city,VA,Virginia,"0"
"20109",Logan County,KS,Kansas,"0"
"19079",Hamilton County,IA,Iowa,"0"
"39121",Noble County,OH,Ohio,"1"
"08103",Rio Blanco County,CO,Colorado,"0"
"55129",Washburn County,WI,Wisconsin,"0"
"42019",Butler County,PA,Pennsylvania,"1"
"41023",Grant County,OR,Oregon,"0"
"51023",Botetourt County,VA,Virginia,"1"
"39071",Highland County,OH,Ohio,"0"
"22015",Bossier Parish,LA,Louisiana,"1"
"27141",Sherburne County,MN,Minnesota,"4"
"55141",Wood County,WI,Wisconsin,"0"
"48045",Briscoe County,TX,Texas,"0"
"06091",Sierra County,CA,California,"2"
"18181",White County,IN,Indiana,"1"
"26129",Ogemaw County,MI,Michigan,"0"
"48463",Uvalde County,TX,Texas,"0"
"20025",Clark County,KS,Kansas,"0"
"01037",Coosa County,AL,Alabama,"0"
"31185",York County,NE,Nebraska,"0"
"55025",Dane County,WI,Wisconsin,"6"
"42059",Greene County,PA,Pennsylvania,"0"
"38103",Wells County,ND,North Dakota,"0"
"51580",Covington city,VA,Virginia,"0"
"26137",Otsego County,MI,Michigan,"0"
"37145",Person County,NC,North Carolina,"0"
"21201",Robertson County,KY,Kentucky,"0"
"19131",Mitchell County,IA,Iowa,"0"
"18023",Clinton County,IN,Indiana,"0"
"55047",Green Lake County,WI,Wisconsin,"0"
"12033",Escambia County,FL,Florida,"3"
"30089",Sanders County,MT,Montana,"0"
"17145",Perry County,IL,Illinois,"0"
"39147",Seneca County,OH,Ohio,"0"
"48143",Erath County,TX,Texas,"0"
"30059",Meagher County,MT,Montana,"1"
"16045",Gem County,ID,Idaho,"0"
"17159",Richland County,IL,Illinois,"0"
"19023",Butler County,IA,Iowa,"0"
"38025",Dunn County,ND,North Dakota,"0"
"20093",Kearny County,KS,Kansas,"0"
"42065",Jefferson County,PA,Pennsylvania,"1"
"01123",Tallapoosa County,AL,Alabama,"0"
"20199",Wallace County,KS,Kansas,"0"
"48099",Coryell County,TX,Texas,"0"
"46037",Day County,SD,South Dakota,"0"
"27041",Douglas County,MN,Minnesota,"4"
"47053",Gibson County,TN,Tennessee,"0"
"55117",Sheboygan County,WI,Wisconsin,"0"
"20029",Cloud County,KS,Kansas,"0"
"40037",Creek County,OK,Oklahoma,"0"
"17045",Edgar County,IL,Illinois,"0"
"30051",Liberty County,MT,Montana,"0"
"20163",Rooks County,KS,Kansas,"0"
"31085",Hayes County,NE,Nebraska,"0"
"40073",Kingfisher County,OK,Oklahoma,"0"
"26055",Grand Traverse County,MI,Michigan,"0"
"29205",Shelby County,MO,Missouri,"0"
"47153",Sequatchie County,TN,Tennessee,"0"
"51775",Salem city,VA,Virginia,"0"
"13009",Baldwin County,GA,Georgia,"0"
"28013",Calhoun County,MS,Mississippi,"0"
"31041",Custer County,NE,Nebraska,"0"
"13275",Thomas County,GA,Georgia,"2"
"22017",Caddo Parish,LA,Louisiana,"1"
"19083",Hardin County,IA,Iowa,"0"
"28099",Neshoba County,MS,Mississippi,"0"
"48173",Glasscock County,TX,Texas,"0"
"08007",Archuleta County,CO,Colorado,"0"
"41021",Gilliam County,OR,Oregon,"0"
"13097",Douglas County,GA,Georgia,"2"
"48177",Gonzales County,TX,Texas,"0"
"21083",Graves County,KY,Kentucky,"0"
"17005",Bond County,IL,Illinois,"0"
"18127",Porter County,IN,Indiana,"3"
"16063",Lincoln County,ID,Idaho,"0"
"18149",Starke County,IN,Indiana,"1"
"05023",Cleburne County,AR,Arkansas,"0"
"38095",Towner County,ND,North Dakota,"0"
"48093",Comanche County,TX,Texas,"0"
"48117",Deaf Smith County,TX,Texas,"0"
"05125",Saline County,AR,Arkansas,"1"
"48153",Floyd County,TX,Texas,"0"
"51075",Goochland County,VA,Virginia,"5"
"55069",Lincoln County,WI,Wisconsin,"0"
"29041",Chariton County,MO,Missouri,"0"
"38043",Kidder County,ND,North Dakota,"0"
"51678",Lexington city,VA,Virginia,"0"
"01041",Crenshaw County,AL,Alabama,"0"
"19113",Linn County,IA,Iowa,"2"
"02050",Bethel Census Area,AK,Alaska,"1"
"08085",Montrose County,CO,Colorado,"0"
"13165",Jenkins County,GA,Georgia,"0"
"48303",Lubbock County,TX,Texas,"0"
"48413",Schleicher County,TX,Texas,"0"
"31001",Adams County,NE,Nebraska,"0"
"48345",Motley County,TX,Texas,"0"
"29169",Pulaski County,MO,Missouri,"0"
"40031",Comanche County,OK,Oklahoma,"0"
"48227",Howard County,TX,Texas,"0"
"40109",Oklahoma County,OK,Oklahoma,"15"
"36035",Fulton County,NY,New York,"0"
"30019",Daniels County,MT,Montana,"0"
"38087",Slope County,ND,North Dakota,"0"
"17183",Vermilion County,IL,Illinois,"0"
"17007",Boone County,IL,Illinois,"2"
"20053",Ellsworth County,KS,Kansas,"0"
"18159",Tipton County,IN,Indiana,"1"
"20179",Sheridan County,KS,Kansas,"0"
"31099",Kearney County,NE,Nebraska,"0"
"28023",Clarke County,MS,Mississippi,"0"
"27111",Otter Tail County,MN,Minnesota,"0"
"02275",Wrangell City and Borough,AK,Alaska,"0"
"17113",McLean County,IL,Illinois,"3"
"44001",Bristol County,RI,Rhode Island,"2"
"55107",Rusk County,WI,Wisconsin,"0"
"56029",Park County,WY,Wyoming,"0"
"27133",Rock County,MN,Minnesota,"0"
"37109",Lincoln County,NC,North Carolina,"1"
"48311",McMullen County,TX,Texas,"0"
"39037",Darke County,OH,Ohio,"0"
"48135",Ector County,TX,Texas,"1"
"48381",Randall County,TX,Texas,"0"
"17203",Woodford County,IL,Illinois,"9"
"13117",Forsyth County,GA,Georgia,"9"
"48397",Rockwall County,TX,Texas,"4"
"19021",Buena Vista County,IA,Iowa,"0"
"19029",Cass County,IA,Iowa,"0"
"19039",Clarke County,IA,Iowa,"0"
"48383",Reagan County,TX,Texas,"0"
"05043",Drew County,AR,Arkansas,"1"
"39085",Lake County,OH,Ohio,"2"
"13205",Mitchell County,GA,Georgia,"0"
"35011",De Baca County,NM,New Mexico,"0"
"20047",Edwards County,KS,Kansas,"0"
"29137",Monroe County,MO,Missouri,"0"
"20045",Douglas County,KS,Kansas,"1"
"28147",Walthall County,MS,Mississippi,"0"
"18005",Bartholomew County,IN,Indiana,"0"
"13219",Oconee County,GA,Georgia,"1"
"31133",Pawnee County,NE,Nebraska,"0"
"47147",Robertson County,TN,Tennessee,"1"
"02230",Skagway Municipality,AK,Alaska,"0"
"27091",Martin County,MN,Minnesota,"0"
"27147",Steele County,MN,Minnesota,"0"
"13031",Bulloch County,GA,Georgia,"0"
"39129",Pickaway County,OH,Ohio,"1"
"19185",Wayne County,IA,Iowa,"0"
"27143",Sibley County,MN,Minnesota,"0"
"37197",Yadkin County,NC,North Carolina,"1"
"48151",Fisher County,TX,Texas,"0"
"48459",Upshur County,TX,Texas,"0"
"13179",Liberty County,GA,Georgia,"0"
"13005",Bacon County,GA,Georgia,"0"
"30087",Rosebud County,MT,Montana,"0"
"18053",Grant County,IN,Indiana,"1"
"51830",Williamsburg city,VA,Virginia,"1"
"39119",Muskingum County,OH,Ohio,"0"
"13143",Haralson County,GA,Georgia,"0"
"56045",Weston County,WY,Wyoming,"0"
"48079",Cochran County,TX,Texas,"0"
"22003",Allen Parish,LA,Louisiana,"1"
"48171",Gillespie County,TX,Texas,"0"
"51117",Mecklenburg County,VA,Virginia,"0"
"13211",Morgan County,GA,Georgia,"0"
"27023",Chippewa County,MN,Minnesota,"0"
"20063",Gove County,KS,Kansas,"0"
"48109",Culberson County,TX,Texas,"0"
"48425",Somervell County,TX,Texas,"0"
"47111",Macon County,TN,Tennessee,"0"
"13089",DeKalb County,GA,Georgia,"18"
"31097",Johnson County,NE,Nebraska,"0"
"18117",Orange County,IN,Indiana,"1"
"56015",Goshen County,WY,Wyoming,"0"
"27059",Isanti County,MN,Minnesota,"2"
"13261",Sumter County,GA,Georgia,"0"
"26081",Kent County,MI,Michigan,"6"
"48249",Jim Wells County,TX,Texas,"0"
"20139",Osage County,KS,Kansas,"0"
"30101",Toole County,MT,Montana,"0"
"48189",Hale County,TX,Texas,"0"
"18139",Rush County,IN,Indiana,"0"
"37063",Durham County,NC,North Carolina,"8"
"19037",Chickasaw County,IA,Iowa,"0"
"01057",Fayette County,AL,Alabama,"0"
"29103",Knox County,MO,Missouri,"0"
"39023",Clark County,OH,Ohio,"0"
"27097",Morrison County,MN,Minnesota,"0"
"17037",DeKalb County,IL,Illinois,"3"
"17061",Greene County,IL,Illinois,"0"
"48335",Mitchell County,TX,Texas,"0"
"05071",Johnson County,AR,Arkansas,"0"
"29081",Harrison County,MO,Missouri,"0"
"48435",Sutton County,TX,Texas,"0"
"32029",Storey County,NV,Nevada,"3"
"02188",Northwest Arctic Borough,AK,Alaska,"0"
"18017",Cass County,IN,Indiana,"2"
"47047",Fayette County,TN,Tennessee,"1"
"06103",Tehama County,CA,California,"1"
"46029",Codington County,SD,South Dakota,"0"
"27119",Polk County,MN,Minnesota,"2"
"21001",Adair County,KY,Kentucky,"1"
"28117",Prentiss County,MS,Mississippi,"0"
"26063",Huron County,MI,Michigan,"0"
"32017",Lincoln County,NV,Nevada,"0"
"34039",Union County,NJ,New Jersey,"18"
"36063",Niagara County,NY,New York,"3"
"36019",Clinton County,NY,New York,"0"
"37115",Madison County,NC,North Carolina,"0"
"40139",Texas County,OK,Oklahoma,"0"
"46101",Moody County,SD,South Dakota,"1"
"46105",Perkins County,SD,South Dakota,"0"
"47095",Lake County,TN,Tennessee,"0"
"47171",Unicoi County,TN,Tennessee,"2"
"47167",Tipton County,TN,Tennessee,"1"
"48427",Starr County,TX,Texas,"0"
"48293",Limestone County,TX,Texas,"0"
"13277",Tift County,GA,Georgia,"0"
"32027",Pershing County,NV,Nevada,"0"
"48065",Carson County,TX,Texas,"0"
"20167",Russell County,KS,Kansas,"0"
"02240",Southeast Fairbanks Census Area,AK,Alaska,"0"
"20095",Kingman County,KS,Kansas,"0"
"29067",Douglas County,MO,Missouri,"0"
"54015",Clay County,WV,West Virginia,"0"
"29043",Christian County,MO,Missouri,"2"
"17197",Will County,IL,Illinois,"14"
"38063",Nelson County,ND,North Dakota,"0"
"37183",Wake County,NC,North Carolina,"28"
"20113",McPherson County,KS,Kansas,"0"
"51610",Falls Church city,VA,Virginia,"3"
"05089",Marion County,AR,Arkansas,"0"
"17019",Champaign County,IL,Illinois,"3"
"18063",Hendricks County,IN,Indiana,"7"
"41053",Polk County,OR,Oregon,"1"
"22089",St. Charles Parish,LA,Louisiana,"3"
"46035",Davison County,SD,South Dakota,"0"
"20111",Lyon County,KS,Kansas,"0"
"31093",Howard County,NE,Nebraska,"0"
"16059",Lemhi County,ID,Idaho,"1"
"27013",Blue Earth County,MN,Minnesota,"0"
"49005",Cache County,UT,Utah,"2"
"55099",Price County,WI,Wisconsin,"0"
"13171",Lamar County,GA,Georgia,"0"
"48297",Live Oak County,TX,Texas,"0"
"54079",Putnam County,WV,West Virginia,"0"
"31035",Clay County,NE,Nebraska,"0"
"20065",Graham County,KS,Kansas,"0"
"08011",Bent County,CO,Colorado,"0"
"42007",Beaver County,PA,Pennsylvania,"3"
"31061",Franklin County,NE,Nebraska,"0"
"13221",Oglethorpe County,GA,Georgia,"0"
"19109",Kossuth County,IA,Iowa,"0"
"26103",Marquette County,MI,Michigan,"2"
"27155",Traverse County,MN,Minnesota,"0"
"29155",Pemiscot County,MO,Missouri,"0"
"29165",Platte County,MO,Missouri,"3"
"08099",Prowers County,CO,Colorado,"0"
"12015",Charlotte County,FL,Florida,"1"
"18111",Newton County,IN,Indiana,"0"
"20131",Nemaha County,KS,Kansas,"0"
"21039",Carlisle County,KY,Kentucky,"0"
"22019",Calcasieu Parish,LA,Louisiana,"2"
"24009",Calvert County,MD,Maryland,"1"
"50025",Windham County,VT,Vermont,"1"
"53055",San Juan County,WA,Washington,"1"
"01125",Tuscaloosa County,AL,Alabama,"0"
"01055",Etowah County,AL,Alabama,"0"
"21073",Franklin County,KY,Kentucky,"0"
"21149",McLean County,KY,Kentucky,"1"
"21167",Mercer County,KY,Kentucky,"0"
"27139",Scott County,MN,Minnesota,"7"
"28127",Simpson County,MS,Mississippi,"1"
"35057",Torrance County,NM,New Mexico,"0"
"35051",Sierra County,NM,New Mexico,"0"
"38061",Mountrail County,ND,North Dakota,"0"
"42091",Montgomery County,PA,Pennsylvania,"20"
"42013",Blair County,PA,Pennsylvania,"0"
"22045",Iberia Parish,LA,Louisiana,"0"
"23027",Waldo County,ME,Maine,"1"
"26013",Baraga County,MI,Michigan,"0"
"28059",Jackson County,MS,Mississippi,"0"
"31161",Sheridan County,NE,Nebraska,"0"
"47037",Davidson County,TN,Tennessee,"12"
"48395",Robertson County,TX,Texas,"0"
"50021",Rutland County,VT,Vermont,"3"
"19139",Muscatine County,IA,Iowa,"0"
"55013",Burnett County,WI,Wisconsin,"0"
"37093",Hoke County,NC,North Carolina,"1"
"28125",Sharkey County,MS,Mississippi,"0"
"41049",Morrow County,OR,Oregon,"0"
"46045",Edmunds County,SD,South Dakota,"0"
"01029",Cleburne County,AL,Alabama,"0"
"04023",Santa Cruz County,AZ,Arizona,"0"
"01033",Colbert County,AL,Alabama,"0"
"16007",Bear Lake County,ID,Idaho,"0"
"17149",Pike County,IL,Illinois,"0"
"19167",Sioux County,IA,Iowa,"0"
"20183",Smith County,KS,Kansas,"0"
"20147",Phillips County,KS,Kansas,"0"
"08091",Ouray County,CO,Colorado,"0"
"08117",Summit County,CO,Colorado,"0"
"13243",Randolph County,GA,Georgia,"0"
"16015",Boise County,ID,Idaho,"1"
"18095",Madison County,IN,Indiana,"4"
"29219",Warren County,MO,Missouri,"1"
"38071",Ramsey County,ND,North Dakota,"0"
"36065",Oneida County,NY,New York,"1"
"40121",Pittsburg County,OK,Oklahoma,"0"
"42047",Elk County,PA,Pennsylvania,"1"
"45081",Saluda County,SC,South Carolina,"0"
"46075",Jones County,SD,South Dakota,"0"
"48331",Milam County,TX,Texas,"0"
"48439",Tarrant County,TX,Texas,"26"
"49007",Carbon County,UT,Utah,"0"
"53043",Lincoln County,WA,Washington,"0"
"51021",Bland County,VA,Virginia,"0"
"18101",Martin County,IN,Indiana,"1"
"21135",Lewis County,KY,Kentucky,"0"
"54019",Fayette County,WV,West Virginia,"0"
"31107",Knox County,NE,Nebraska,"0"
"12111",St. Lucie County,FL,Florida,"0"
"33011",Hillsborough County,NH,New Hampshire,"8"
"33019",Sullivan County,NH,New Hampshire,"3"
"36073",Orleans County,NY,New York,"3"
"37053",Currituck County,NC,North Carolina,"0"
"38029",Emmons County,ND,North Dakota,"4"
"39029",Columbiana County,OH,Ohio,"1"
"39001",Adams County,OH,Ohio,"0"
"40009",Beckham County,OK,Oklahoma,"0"
"51153",Prince William County,VA,Virginia,"5"
"51091",Highland County,VA,Virginia,"0"
"53023",Garfield County,WA,Washington,"3"
"55095",Polk County,WI,Wisconsin,"0"
"55071",Manitowoc County,WI,Wisconsin,"0"
"55007",Bayfield County,WI,Wisconsin,"0"
"01043",Cullman County,AL,Alabama,"0"
"01121",Talladega County,AL,Alabama,"0"
"02068",Denali Borough,AK,Alaska,"0"
"05149",Yell County,AR,Arkansas,"0"
"05147",Woodruff County,AR,Arkansas,"0"
"06099",Stanislaus County,CA,California,"2"
"22001",Acadia Parish,LA,Louisiana,"0"
"13175",Laurens County,GA,Georgia,"0"
"13273",Terrell County,GA,Georgia,"0"
"13185",Lowndes County,GA,Georgia,"1"
"21069",Fleming County,KY,Kentucky,"0"
"21211",Shelby County,KY,Kentucky,"2"
"26143",Roscommon County,MI,Michigan,"0"
"28071",Lafayette County,MS,Mississippi,"0"
"29051",Cole County,MO,Missouri,"0"
"48371",Pecos County,TX,Texas,"0"
"13241",Rabun County,GA,Georgia,"0"
"40069",Johnston County,OK,Oklahoma,"1"
"29097",Jasper County,MO,Missouri,"1"
"04027",Yuma County,AZ,Arizona,"0"
"08083",Montezuma County,CO,Colorado,"0"
"09003",Hartford County,CT,Connecticut,"19"
"20091",Johnson County,KS,Kansas,"8"
"06107",Tulare County,CA,California,"2"
"23017",Oxford County,ME,Maine,"0"
"24045",Wicomico County,MD,Maryland,"0"
"50019",Orleans County,VT,Vermont,"0"
"51115",Mathews County,VA,Virginia,"1"
"55031",Douglas County,WI,Wisconsin,"3"
"24021",Frederick County,MD,Maryland,"5"
"26053",Gogebic County,MI,Michigan,"0"
"27169",Winona County,MN,Minnesota,"0"
"31127",Nemaha County,NE,Nebraska,"0"
"31147",Richardson County,NE,Nebraska,"0"
"37005",Alleghany County,NC,North Carolina,"0"
"38067",Pembina County,ND,North Dakota,"0"
"40045",Ellis County,OK,Oklahoma,"0"
"45043",Georgetown County,SC,South Carolina,"1"
"48039",Brazoria County,TX,Texas,"6"
"48167",Galveston County,TX,Texas,"3"
"48295",Lipscomb County,TX,Texas,"0"
"48017",Bailey County,TX,Texas,"0"
"12089",Nassau County,FL,Florida,"1"
"12129",Wakulla County,FL,Florida,"1"
"16029",Caribou County,ID,Idaho,"0"
"18077",Jefferson County,IN,Indiana,"0"
"12031",Duval County,FL,Florida,"8"
"16075",Payette County,ID,Idaho,"0"
"04001",Apache County,AZ,Arizona,"1"
"18173",Warrick County,IN,Indiana,"4"
"18061",Harrison County,IN,Indiana,"0"
"18115",Ohio County,IN,Indiana,"0"
"19057",Des Moines County,IA,Iowa,"0"
"21057",Cumberland County,KY,Kentucky,"0"
"23013",Knox County,ME,Maine,"1"
"24017",Charles County,MD,Maryland,"1"
"28103",Noxubee County,MS,Mississippi,"0"
"29145",Newton County,MO,Missouri,"0"
"29021",Buchanan County,MO,Missouri,"1"
"31169",Thayer County,NE,Nebraska,"0"
"36029",Erie County,NY,New York,"25"
"37175",Transylvania County,NC,North Carolina,"0"
"01047",Dallas County,AL,Alabama,"0"
"06065",Riverside County,CA,California,"16"
"12133",Washington County,FL,Florida,"0"
"13001",Appling County,GA,Georgia,"0"
"13093",Dooly County,GA,Georgia,"0"
"13091",Dodge County,GA,Georgia,"0"
"17143",Peoria County,IL,Illinois,"7"
"20059",Franklin County,KS,Kansas,"0"
"21085",Grayson County,KY,Kentucky,"0"
"21155",Marion County,KY,Kentucky,"0"
"21187",Owen County,KY,Kentucky,"0"
"22079",Rapides Parish,LA,Louisiana,"0"
"28083",Leflore County,MS,Mississippi,"0"
"35053",Socorro County,NM,New Mexico,"0"
"31123",Morrill County,NE,Nebraska,"1"
"39063",Hancock County,OH,Ohio,"0"
"40133",Seminole County,OK,Oklahoma,"1"
"45067",Marion County,SC,South Carolina,"0"
"46065",Hughes County,SD,South Dakota,"0"
"48085",Collin County,TX,Texas,"10"
"51135",Nottoway County,VA,Virginia,"0"
"54001",Barbour County,WV,West Virginia,"1"
"54045",Logan County,WV,West Virginia,"0"
"47113",Madison County,TN,Tennessee,"1"
"20129",Morton County,KS,Kansas,"0"
"13257",Stephens County,GA,Georgia,"0"
"40051",Grady County,OK,Oklahoma,"0"
"17169",Schuyler County,IL,Illinois,"0"
"18099",Marshall County,IN,Indiana,"0"
"26109",Menominee County,MI,Michigan,"0"
"05073",Lafayette County,AR,Arkansas,"0"
"06111",Ventura County,CA,California,"21"
"09011",New London County,CT,Connecticut,"8"
"06081",San Mateo County,CA,California,"13"
"17109",McDonough County,IL,Illinois,"0"
"12081",Manatee County,FL,Florida,"2"
"51001",Accomack County,VA,Virginia,"0"
"20043",Doniphan County,KS,Kansas,"1"
"13255",Spalding County,GA,Georgia,"0"
"13267",Tattnall County,GA,Georgia,"0"
"13281",Towns County,GA,Georgia,"0"
"27131",Rice County,MN,Minnesota,"1"
"20077",Harper County,KS,Kansas,"0"
"05025",Cleveland County,AR,Arkansas,"1"
"27093",Meeker County,MN,Minnesota,"0"
"42109",Snyder County,PA,Pennsylvania,"0"
"35047",San Miguel County,NM,New Mexico,"0"
"39087",Lawrence County,OH,Ohio,"1"
"05045",Faulkner County,AR,Arkansas,"2"
"29186",Ste. Genevieve County,MO,Missouri,"0"
"37027",Caldwell County,NC,North Carolina,"1"
"36081",Queens County,NY,New York,"8"
"45023",Chester County,SC,South Carolina,"0"
"42025",Carbon County,PA,Pennsylvania,"1"
"46047",Fall River County,SD,South Dakota,"0"
"47073",Hawkins County,TN,Tennessee,"0"
"45033",Dillon County,SC,South Carolina,"0"
"46087",McCook County,SD,South Dakota,"1"
"47083",Houston County,TN,Tennessee,"0"
"41057",Tillamook County,OR,Oregon,"0"
"06047",Merced County,CA,California,"1"
"12085",Martin County,FL,Florida,"0"
