FIPS,COUNTY,STABVR,STATE,RPSYCH
"12099",Palm Beach County,FL,Florida,"3"
"06075",San Francisco County,CA,California,"3"
"12087",Monroe County,FL,Florida,"0"
"13035",Butts County,GA,Georgia,"0"
"05013",Calhoun County,AR,Arkansas,"0"
"19075",Grundy County,IA,Iowa,"1"
"23021",Piscataquis County,ME,Maine,"0"
"05121",Randolph County,AR,Arkansas,"1"
"08107",Routt County,CO,Colorado,"0"
"26131",Ontonagon County,MI,Michigan,"0"
"51183",Sussex County,VA,Virginia,"0"
"37071",Gaston County,NC,North Carolina,"0"
"42121",Venango County,PA,Pennsylvania,"0"
"34011",Cumberland County,NJ,New Jersey,"0"
"24510",Baltimore city,MD,Maryland,"7"
"23023",Sagadahoc County,ME,Maine,"0"
"20037",Crawford County,KS,Kansas,"1"
"42035",Clinton County,PA,Pennsylvania,"0"
"49021",Iron County,UT,Utah,"0"
"29027",Callaway County,MO,Missouri,"1"
"31105",Kimball County,NE,Nebraska,"0"
"30009",Carbon County,MT,Montana,"0"
"08077",Mesa County,CO,Colorado,"1"
"06101",Sutter County,CA,California,"0"
"20181",Sherman County,KS,Kansas,"0"
"17133",Monroe County,IL,Illinois,"0"
"08097",Pitkin County,CO,Colorado,"1"
"39127",Perry County,OH,Ohio,"0"
"16023",Butte County,ID,Idaho,"0"
"40107",Okfuskee County,OK,Oklahoma,"0"
"28121",Rankin County,MS,Mississippi,"1"
"29147",Nodaway County,MO,Missouri,"0"
"16027",Canyon County,ID,Idaho,"1"
"39081",Jefferson County,OH,Ohio,"1"
"35009",Curry County,NM,New Mexico,"0"
"20073",Greenwood County,KS,Kansas,"0"
"48089",Colorado County,TX,Texas,"0"
"48091",Comal County,TX,Texas,"0"
"48105",Crockett County,TX,Texas,"0"
"17139",Moultrie County,IL,Illinois,"0"
"19059",Dickinson County,IA,Iowa,"0"
"21105",Hickman County,KY,Kentucky,"0"
"21107",Hopkins County,KY,Kentucky,"0"
"47093",Knox County,TN,Tennessee,"4"
"42037",Columbia County,PA,Pennsylvania,"0"
"31177",Washington County,NE,Nebraska,"0"
"53039",Klickitat County,WA,Washington,"0"
"27081",Lincoln County,MN,Minnesota,"0"
"13045",Carroll County,GA,Georgia,"0"
"51073",Gloucester County,VA,Virginia,"0"
"17157",Randolph County,IL,Illinois,"0"
"17161",Rock Island County,IL,Illinois,"0"
"06007",Butte County,CA,California,"0"
"34009",Cape May County,NJ,New Jersey,"0"
"31155",Saunders County,NE,Nebraska,"0"
"27145",Stearns County,MN,Minnesota,"0"
"37119",Mecklenburg County,NC,North Carolina,"4"
"13297",Walton County,GA,Georgia,"0"
"47149",Rutherford County,TN,Tennessee,"0"
"21115",Johnson County,KY,Kentucky,"0"
"21121",Knox County,KY,Kentucky,"0"
"37163",Sampson County,NC,North Carolina,"0"
"26059",Hillsdale County,MI,Michigan,"0"
"47159",Smith County,TN,Tennessee,"0"
"21129",Lee County,KY,Kentucky,"0"
"45047",Greenwood County,SC,South Carolina,"0"
"51003",Albemarle County,VA,Virginia,"1"
"45049",Hampton County,SC,South Carolina,"0"
"30031",Gallatin County,MT,Montana,"1"
"30037",Golden Valley County,MT,Montana,"0"
"48377",Presidio County,TX,Texas,"0"
"02016",Aleutians West Census Area,AK,Alaska,"0"
"55111",Sauk County,WI,Wisconsin,"0"
"05077",Lee County,AR,Arkansas,"0"
"37121",Mitchell County,NC,North Carolina,"0"
"34031",Passaic County,NJ,New Jersey,"5"
"30077",Powell County,MT,Montana,"0"
"13309",Wheeler County,GA,Georgia,"0"
"40129",Roger Mills County,OK,Oklahoma,"0"
"20035",Cowley County,KS,Kansas,"1"
"48123",DeWitt County,TX,Texas,"0"
"21145",McCracken County,KY,Kentucky,"0"
"21153",Magoffin County,KY,Kentucky,"0"
"49057",Weber County,UT,Utah,"0"
"37051",Cumberland County,NC,North Carolina,"1"
"55089",Ozaukee County,WI,Wisconsin,"0"
"30045",Judith Basin County,MT,Montana,"0"
"29009",Barry County,MO,Missouri,"0"
"05091",Miller County,AR,Arkansas,"0"
"05117",Prairie County,AR,Arkansas,"0"
"05107",Phillips County,AR,Arkansas,"0"
"55081",Monroe County,WI,Wisconsin,"0"
"18129",Posey County,IN,Indiana,"0"
"20023",Cheyenne County,KS,Kansas,"0"
"08033",Dolores County,CO,Colorado,"0"
"48229",Hudspeth County,TX,Texas,"0"
"27027",Clay County,MN,Minnesota,"0"
"26083",Keweenaw County,MI,Michigan,"0"
"37105",Lee County,NC,North Carolina,"0"
"48037",Bowie County,TX,Texas,"0"
"51037",Charlotte County,VA,Virginia,"0"
"56011",Crook County,WY,Wyoming,"0"
"51049",Cumberland County,VA,Virginia,"0"
"47183",Weakley County,TN,Tennessee,"0"
"55109",St. Croix County,WI,Wisconsin,"0"
"02070",Dillingham Census Area,AK,Alaska,"0"
"55113",Sawyer County,WI,Wisconsin,"0"
"34017",Hudson County,NJ,New Jersey,"1"
"13077",Coweta County,GA,Georgia,"0"
"29183",St. Charles County,MO,Missouri,"0"
"10005",Sussex County,DE,Delaware,"0"
"08037",Eagle County,CO,Colorado,"0"
"01027",Clay County,AL,Alabama,"0"
"26105",Mason County,MI,Michigan,"0"
"21175",Morgan County,KY,Kentucky,"0"
"54087",Roane County,WV,West Virginia,"0"
"51025",Brunswick County,VA,Virginia,"0"
"54089",Summers County,WV,West Virginia,"0"
"45075",Orangeburg County,SC,South Carolina,"0"
"45065",McCormick County,SC,South Carolina,"0"
"56023",Lincoln County,WY,Wyoming,"1"
"27089",Marshall County,MN,Minnesota,"0"
"27115",Pine County,MN,Minnesota,"0"
"45029",Colleton County,SC,South Carolina,"0"
"41061",Union County,OR,Oregon,"0"
"13133",Greene County,GA,Georgia,"0"
"02110",Juneau City and Borough,AK,Alaska,"0"
"19013",Black Hawk County,IA,Iowa,"1"
"06093",Siskiyou County,CA,California,"0"
"46091",Marshall County,SD,South Dakota,"0"
"21181",Nicholas County,KY,Kentucky,"0"
"21183",Ohio County,KY,Kentucky,"0"
"37125",Moore County,NC,North Carolina,"0"
"56039",Teton County,WY,Wyoming,"1"
"51059",Fairfax County,VA,Virginia,"3"
"56025",Natrona County,WY,Wyoming,"0"
"51065",Fluvanna County,VA,Virginia,"1"
"39093",Lorain County,OH,Ohio,"1"
"39131",Pike County,OH,Ohio,"0"
"46017",Buffalo County,SD,South Dakota,"0"
"28135",Tallahatchie County,MS,Mississippi,"0"
"46095",Mellette County,SD,South Dakota,"0"
"42049",Erie County,PA,Pennsylvania,"0"
"16067",Minidoka County,ID,Idaho,"0"
"17097",Lake County,IL,Illinois,"1"
"42069",Lackawanna County,PA,Pennsylvania,"0"
"42071",Lancaster County,PA,Pennsylvania,"0"
"42073",Lawrence County,PA,Pennsylvania,"0"
"42085",Mercer County,PA,Pennsylvania,"0"
"42087",Mifflin County,PA,Pennsylvania,"1"
"26039",Crawford County,MI,Michigan,"0"
"21195",Pike County,KY,Kentucky,"0"
"21213",Simpson County,KY,Kentucky,"1"
"26159",Van Buren County,MI,Michigan,"0"
"21225",Union County,KY,Kentucky,"0"
"45085",Sumter County,SC,South Carolina,"0"
"56037",Sweetwater County,WY,Wyoming,"0"
"49033",Rich County,UT,Utah,"0"
"53013",Columbia County,WA,Washington,"0"
"49055",Wayne County,UT,Utah,"0"
"29023",Butler County,MO,Missouri,"0"
"46119",Sully County,SD,South Dakota,"0"
"46121",Todd County,SD,South Dakota,"0"
"30021",Dawson County,MT,Montana,"0"
"30071",Phillips County,MT,Montana,"0"
"30083",Richland County,MT,Montana,"0"
"34041",Warren County,NJ,New Jersey,"1"
"22117",Washington Parish,LA,Louisiana,"0"
"17067",Hancock County,IL,Illinois,"0"
"21237",Wolfe County,KY,Kentucky,"0"
"21013",Bell County,KY,Kentucky,"1"
"21023",Bracken County,KY,Kentucky,"0"
"27015",Brown County,MN,Minnesota,"0"
"40103",Noble County,OK,Oklahoma,"0"
"21031",Butler County,KY,Kentucky,"0"
"30023",Deer Lodge County,MT,Montana,"0"
"27117",Pipestone County,MN,Minnesota,"0"
"53025",Grant County,WA,Washington,"0"
"30057",Madison County,MT,Montana,"1"
"27129",Renville County,MN,Minnesota,"0"
"44007",Providence County,RI,Rhode Island,"3"
"37107",Lenoir County,NC,North Carolina,"0"
"13061",Clay County,GA,Georgia,"0"
"08113",San Miguel County,CO,Colorado,"0"
"48385",Real County,TX,Texas,"0"
"51085",Hanover County,VA,Virginia,"1"
"06049",Modoc County,CA,California,"0"
"13081",Crisp County,GA,Georgia,"0"
"38105",Williams County,ND,North Dakota,"0"
"47107",McMinn County,TN,Tennessee,"0"
"22053",Jefferson Davis Parish,LA,Louisiana,"0"
"39007",Ashtabula County,OH,Ohio,"0"
"42001",Adams County,PA,Pennsylvania,"0"
"25009",Essex County,MA,Massachusetts,"3"
"41001",Baker County,OR,Oregon,"0"
"46003",Aurora County,SD,South Dakota,"0"
"48149",Fayette County,TX,Texas,"0"
"21043",Carter County,KY,Kentucky,"0"
"47131",Obion County,TN,Tennessee,"0"
"41013",Crook County,OR,Oregon,"1"
"30107",Wheatland County,MT,Montana,"0"
"53071",Walla Walla County,WA,Washington,"0"
"30013",Cascade County,MT,Montana,"0"
"01011",Bullock County,AL,Alabama,"0"
"01109",Pike County,AL,Alabama,"0"
"17179",Tazewell County,IL,Illinois,"1"
"17181",Union County,IL,Illinois,"0"
"39143",Sandusky County,OH,Ohio,"0"
"13015",Bartow County,GA,Georgia,"0"
"39145",Scioto County,OH,Ohio,"0"
"21227",Warren County,KY,Kentucky,"1"
"48403",Sabine County,TX,Texas,"0"
"13119",Franklin County,GA,Georgia,"0"
"05001",Arkansas County,AR,Arkansas,"0"
"32011",Eureka County,NV,Nevada,"0"
"34015",Gloucester County,NJ,New Jersey,"0"
"37199",Yancey County,NC,North Carolina,"0"
"21007",Ballard County,KY,Kentucky,"0"
"45003",Aiken County,SC,South Carolina,"0"
"48001",Anderson County,TX,Texas,"0"
"21033",Caldwell County,KY,Kentucky,"0"
"05059",Hot Spring County,AR,Arkansas,"0"
"36085",Richmond County,NY,New York,"0"
"51193",Westmoreland County,VA,Virginia,"0"
"05061",Howard County,AR,Arkansas,"0"
"06011",Colusa County,CA,California,"0"
"13103",Effingham County,GA,Georgia,"0"
"12049",Hardee County,FL,Florida,"0"
"08067",La Plata County,CO,Colorado,"0"
"17069",Hardin County,IL,Illinois,"0"
"39161",Van Wert County,OH,Ohio,"0"
"36005",Bronx County,NY,New York,"1"
"42097",Northumberland County,PA,Pennsylvania,"0"
"29069",Dunklin County,MO,Missouri,"0"
"51163",Rockbridge County,VA,Virginia,"0"
"42043",Dauphin County,PA,Pennsylvania,"0"
"47009",Blount County,TN,Tennessee,"1"
"45007",Anderson County,SC,South Carolina,"1"
"47019",Carter County,TN,Tennessee,"0"
"48197",Hardeman County,TX,Texas,"0"
"42129",Westmoreland County,PA,Pennsylvania,"0"
"29029",Camden County,MO,Missouri,"0"
"05065",Izard County,AR,Arkansas,"0"
"48199",Hardin County,TX,Texas,"0"
"13153",Houston County,GA,Georgia,"0"
"12011",Broward County,FL,Florida,"2"
"13161",Jeff Davis County,GA,Georgia,"0"
"48465",Val Verde County,TX,Texas,"0"
"48469",Victoria County,TX,Texas,"0"
"13191",McIntosh County,GA,Georgia,"0"
"30039",Granite County,MT,Montana,"0"
"35013",Doña Ana County,NM,New Mexico,"0"
"34021",Mercer County,NJ,New Jersey,"1"
"46127",Union County,SD,South Dakota,"0"
"37087",Haywood County,NC,North Carolina,"0"
"31043",Dakota County,NE,Nebraska,"0"
"29215",Texas County,MO,Missouri,"0"
"05079",Lincoln County,AR,Arkansas,"0"
"05081",Little River County,AR,Arkansas,"0"
"12057",Hillsborough County,FL,Florida,"2"
"13195",Madison County,GA,Georgia,"0"
"39073",Hocking County,OH,Ohio,"0"
"39077",Huron County,OH,Ohio,"0"
"13237",Putnam County,GA,Georgia,"0"
"39031",Coshocton County,OH,Ohio,"0"
"13251",Screven County,GA,Georgia,"0"
"38051",McIntosh County,ND,North Dakota,"0"
"35017",Grant County,NM,New Mexico,"0"
"26029",Charlevoix County,MI,Michigan,"0"
"55065",Lafayette County,WI,Wisconsin,"1"
"36047",Kings County,NY,New York,"3"
"51169",Scott County,VA,Virginia,"0"
"05029",Conway County,AR,Arkansas,"0"
"42017",Bucks County,PA,Pennsylvania,"4"
"45017",Calhoun County,SC,South Carolina,"0"
"47043",Dickson County,TN,Tennessee,"0"
"45035",Dorchester County,SC,South Carolina,"0"
"47059",Greene County,TN,Tennessee,"0"
"05083",Logan County,AR,Arkansas,"0"
"51620",Franklin city,VA,Virginia,"0"
"29510",St. Louis city,MO,Missouri,"0"
"20013",Brown County,KS,Kansas,"0"
"51041",Chesterfield County,VA,Virginia,"1"
"37141",Pender County,NC,North Carolina,"0"
"11001",District of Columbia,DC,District of Columbia,"2"
"39107",Mercer County,OH,Ohio,"0"
"13259",Stewart County,GA,Georgia,"0"
"13159",Jasper County,GA,Georgia,"0"
"41045",Malheur County,OR,Oregon,"0"
"13177",Lee County,GA,Georgia,"0"
"35037",Quay County,NM,New Mexico,"0"
"48147",Fannin County,TX,Texas,"0"
"05031",Craighead County,AR,Arkansas,"0"
"35005",Chaves County,NM,New Mexico,"0"
"35041",Roosevelt County,NM,New Mexico,"0"
"48155",Foard County,TX,Texas,"0"
"37023",Burke County,NC,North Carolina,"0"
"51105",Lee County,VA,Virginia,"1"
"54069",Ohio County,WV,West Virginia,"1"
"55091",Pepin County,WI,Wisconsin,"0"
"48423",Smith County,TX,Texas,"0"
"51570",Colonial Heights city,VA,Virginia,"0"
"48033",Borden County,TX,Texas,"0"
"19145",Page County,IA,Iowa,"0"
"12123",Taylor County,FL,Florida,"0"
"49019",Grand County,UT,Utah,"0"
"56033",Sheridan County,WY,Wyoming,"0"
"01035",Conecuh County,AL,Alabama,"0"
"01051",Elmore County,AL,Alabama,"0"
"15005",Kalawao County,HI,Hawaii,"0"
"25017",Middlesex County,MA,Massachusetts,"6"
"25027",Worcester County,MA,Massachusetts,"0"
"19071",Fremont County,IA,Iowa,"0"
"18021",Clay County,IN,Indiana,"0"
"51133",Northumberland County,VA,Virginia,"0"
"06039",Madera County,CA,California,"0"
"54027",Hampshire County,WV,West Virginia,"0"
"06015",Del Norte County,CA,California,"0"
"08009",Baca County,CO,Colorado,"0"
"12079",Madison County,FL,Florida,"0"
"13183",Long County,GA,Georgia,"0"
"21049",Clark County,KY,Kentucky,"0"
"13295",Walker County,GA,Georgia,"0"
"08051",Gunnison County,CO,Colorado,"1"
"18071",Jackson County,IN,Indiana,"0"
"20155",Reno County,KS,Kansas,"0"
"21169",Metcalfe County,KY,Kentucky,"0"
"21009",Barren County,KY,Kentucky,"0"
"22025",Catahoula Parish,LA,Louisiana,"0"
"51159",Richmond County,VA,Virginia,"0"
"28055",Issaquena County,MS,Mississippi,"0"
"21079",Garrard County,KY,Kentucky,"0"
"17027",Clinton County,IL,Illinois,"0"
"28049",Hinds County,MS,Mississippi,"1"
"55093",Pierce County,WI,Wisconsin,"0"
"56027",Niobrara County,WY,Wyoming,"0"
"01015",Calhoun County,AL,Alabama,"0"
"05069",Jefferson County,AR,Arkansas,"0"
"05051",Garland County,AR,Arkansas,"0"
"06067",Sacramento County,CA,California,"2"
"12041",Gilchrist County,FL,Florida,"0"
"29073",Gasconade County,MO,Missouri,"0"
"30047",Lake County,MT,Montana,"0"
"19099",Jasper County,IA,Iowa,"0"
"04011",Greenlee County,AZ,Arizona,"0"
"06041",Marin County,CA,California,"1"
"28077",Lawrence County,MS,Mississippi,"0"
"29101",Johnson County,MO,Missouri,"1"
"31125",Nance County,NE,Nebraska,"0"
"37001",Alamance County,NC,North Carolina,"1"
"40143",Tulsa County,OK,Oklahoma,"0"
"42081",Lycoming County,PA,Pennsylvania,"0"
"42003",Allegheny County,PA,Pennsylvania,"0"
"48453",Travis County,TX,Texas,"6"
"48373",Polk County,TX,Texas,"0"
"49039",Sanpete County,UT,Utah,"0"
"16043",Fremont County,ID,Idaho,"0"
"17077",Jackson County,IL,Illinois,"0"
"24003",Anne Arundel County,MD,Maryland,"2"
"31045",Dawes County,NE,Nebraska,"0"
"42063",Indiana County,PA,Pennsylvania,"0"
"13193",Macon County,GA,Georgia,"0"
"13293",Upson County,GA,Georgia,"0"
"15007",Kauai County,HI,Hawaii,"0"
"17125",Mason County,IL,Illinois,"0"
"18157",Tippecanoe County,IN,Indiana,"0"
"21021",Boyle County,KY,Kentucky,"0"
"22127",Winn Parish,LA,Louisiana,"0"
"06001",Alameda County,CA,California,"0"
"06027",Inyo County,CA,California,"0"
"13299",Ware County,GA,Georgia,"0"
"16019",Bonneville County,ID,Idaho,"0"
"50023",Washington County,VT,Vermont,"0"
"51127",New Kent County,VA,Virginia,"0"
"18105",Monroe County,IN,Indiana,"0"
"20089",Jewell County,KS,Kansas,"0"
"19019",Buchanan County,IA,Iowa,"0"
"19007",Appanoose County,IA,Iowa,"0"
"31101",Keith County,NE,Nebraska,"0"
"06043",Mariposa County,CA,California,"0"
"17021",Christian County,IL,Illinois,"0"
"12001",Alachua County,FL,Florida,"3"
"13303",Washington County,GA,Georgia,"0"
"27149",Stevens County,MN,Minnesota,"0"
"28061",Jasper County,MS,Mississippi,"0"
"30111",Yellowstone County,MT,Montana,"0"
"40019",Carter County,OK,Oklahoma,"0"
"31139",Pierce County,NE,Nebraska,"0"
"40099",Murray County,OK,Oklahoma,"0"
"35028",Los Alamos County,NM,New Mexico,"0"
"37035",Catawba County,NC,North Carolina,"0"
"40063",Hughes County,OK,Oklahoma,"0"
"17071",Henderson County,IL,Illinois,"0"
"19143",Osceola County,IA,Iowa,"0"
"21161",Mason County,KY,Kentucky,"0"
"21037",Campbell County,KY,Kentucky,"0"
"22085",Sabine Parish,LA,Louisiana,"0"
"29199",Scotland County,MO,Missouri,"0"
"08029",Delta County,CO,Colorado,"0"
"47003",Bedford County,TN,Tennessee,"0"
"20149",Pottawatomie County,KS,Kansas,"1"
"21017",Bourbon County,KY,Kentucky,"1"
"40093",Major County,OK,Oklahoma,"0"
"40145",Wagoner County,OK,Oklahoma,"0"
"42077",Lehigh County,PA,Pennsylvania,"0"
"17171",Scott County,IL,Illinois,"0"
"38065",Oliver County,ND,North Dakota,"0"
"18143",Scott County,IN,Indiana,"0"
"20207",Woodson County,KS,Kansas,"0"
"21087",Green County,KY,Kentucky,"0"
"21005",Anderson County,KY,Kentucky,"0"
"21165",Menifee County,KY,Kentucky,"0"
"22097",St. Landry Parish,LA,Louisiana,"1"
"39157",Tuscarawas County,OH,Ohio,"0"
"29195",Saline County,MO,Missouri,"0"
"30015",Chouteau County,MT,Montana,"0"
"42005",Armstrong County,PA,Pennsylvania,"0"
"42061",Huntingdon County,PA,Pennsylvania,"0"
"45059",Laurens County,SC,South Carolina,"0"
"48481",Wharton County,TX,Texas,"0"
"27107",Norman County,MN,Minnesota,"0"
"37137",Pamlico County,NC,North Carolina,"0"
"40057",Harmon County,OK,Oklahoma,"0"
"21065",Estill County,KY,Kentucky,"0"
"21075",Fulton County,KY,Kentucky,"0"
"35045",San Juan County,NM,New Mexico,"0"
"16071",Oneida County,ID,Idaho,"0"
"24005",Baltimore County,MD,Maryland,"9"
"37065",Edgecombe County,NC,North Carolina,"0"
"31121",Merrick County,NE,Nebraska,"0"
"37021",Buncombe County,NC,North Carolina,"2"
"37103",Jones County,NC,North Carolina,"0"
"39097",Madison County,OH,Ohio,"0"
"48299",Llano County,TX,Texas,"0"
"49049",Utah County,UT,Utah,"4"
"51760",Richmond city,VA,Virginia,"2"
"51029",Buckingham County,VA,Virginia,"0"
"18065",Henry County,IN,Indiana,"0"
"42103",Pike County,PA,Pennsylvania,"0"
"45069",Marlboro County,SC,South Carolina,"0"
"46099",Minnehaha County,SD,South Dakota,"0"
"48245",Jefferson County,TX,Texas,"0"
"49001",Beaver County,UT,Utah,"0"
"17119",Madison County,IL,Illinois,"0"
"37079",Greene County,NC,North Carolina,"2"
"38059",Morton County,ND,North Dakota,"0"
"16035",Clearwater County,ID,Idaho,"0"
"37095",Hyde County,NC,North Carolina,"0"
"41017",Deschutes County,OR,Oregon,"1"
"45061",Lee County,SC,South Carolina,"0"
"47041",DeKalb County,TN,Tennessee,"0"
"48497",Wise County,TX,Texas,"0"
"48307",McCulloch County,TX,Texas,"0"
"47079",Henry County,TN,Tennessee,"0"
"13289",Twiggs County,GA,Georgia,"0"
"21133",Letcher County,KY,Kentucky,"1"
"17011",Bureau County,IL,Illinois,"0"
"46081",Lawrence County,SD,South Dakota,"0"
"19119",Lyon County,IA,Iowa,"0"
"55059",Kenosha County,WI,Wisconsin,"0"
"56007",Carbon County,WY,Wyoming,"0"
"01127",Walker County,AL,Alabama,"0"
"13173",Lanier County,GA,Georgia,"0"
"13227",Pickens County,GA,Georgia,"0"
"22009",Avoyelles Parish,LA,Louisiana,"0"
"18179",Wells County,IN,Indiana,"0"
"18085",Kosciusko County,IN,Indiana,"0"
"18175",Washington County,IN,Indiana,"0"
"21233",Webster County,KY,Kentucky,"0"
"47065",Hamilton County,TN,Tennessee,"0"
"24019",Dorchester County,MD,Maryland,"0"
"17131",Mercer County,IL,Illinois,"0"
"06085",Santa Clara County,CA,California,"7"
"49029",Morgan County,UT,Utah,"0"
"54007",Braxton County,WV,West Virginia,"0"
"55049",Iowa County,WI,Wisconsin,"0"
"51031",Campbell County,VA,Virginia,"1"
"06059",Orange County,CA,California,"3"
"12127",Volusia County,FL,Florida,"0"
"13111",Fannin County,GA,Georgia,"0"
"13285",Troup County,GA,Georgia,"1"
"18123",Perry County,IN,Indiana,"0"
"18029",Dearborn County,IN,Indiana,"0"
"21071",Floyd County,KY,Kentucky,"0"
"21119",Knott County,KY,Kentucky,"1"
"28145",Union County,MS,Mississippi,"0"
"29015",Benton County,MO,Missouri,"0"
"31183",Wheeler County,NE,Nebraska,"0"
"31141",Platte County,NE,Nebraska,"0"
"36095",Schoharie County,NY,New York,"0"
"41071",Yamhill County,OR,Oregon,"1"
"47189",Wilson County,TN,Tennessee,"0"
"17151",Pope County,IL,Illinois,"0"
"47087",Jackson County,TN,Tennessee,"0"
"24027",Howard County,MD,Maryland,"1"
"46055",Haakon County,SD,South Dakota,"0"
"17163",St. Clair County,IL,Illinois,"0"
"17173",Shelby County,IL,Illinois,"0"
"54095",Tyler County,WV,West Virginia,"0"
"13199",Meriwether County,GA,Georgia,"0"
"29223",Wayne County,MO,Missouri,"0"
"01039",Covington County,AL,Alabama,"0"
"04019",Pima County,AZ,Arizona,"3"
"05017",Chicot County,AR,Arkansas,"0"
"12101",Pasco County,FL,Florida,"0"
"21231",Wayne County,KY,Kentucky,"0"
"24041",Talbot County,MD,Maryland,"2"
"26043",Dickinson County,MI,Michigan,"0"
"28153",Wayne County,MS,Mississippi,"0"
"29127",Marion County,MO,Missouri,"0"
"29157",Perry County,MO,Missouri,"0"
"47177",Warren County,TN,Tennessee,"0"
"48103",Crane County,TX,Texas,"0"
"48455",Trinity County,TX,Texas,"0"
"48051",Burleson County,TX,Texas,"0"
"51111",Lunenburg County,VA,Virginia,"0"
"56017",Hot Springs County,WY,Wyoming,"0"
"55001",Adams County,WI,Wisconsin,"0"
"21089",Greenup County,KY,Kentucky,"0"
"24037",St. Mary's County,MD,Maryland,"0"
"46071",Jackson County,SD,South Dakota,"0"
"17185",Wabash County,IL,Illinois,"0"
"06045",Mendocino County,CA,California,"0"
"13245",Richmond County,GA,Georgia,"1"
"17013",Calhoun County,IL,Illinois,"0"
"31131",Otoe County,NE,Nebraska,"0"
"34025",Monmouth County,NJ,New Jersey,"8"
"35025",Lea County,NM,New Mexico,"0"
"35007",Colfax County,NM,New Mexico,"0"
"37143",Perquimans County,NC,North Carolina,"0"
"55125",Vilas County,WI,Wisconsin,"0"
"51077",Grayson County,VA,Virginia,"0"
"36121",Wyoming County,NY,New York,"0"
"31009",Blaine County,NE,Nebraska,"0"
"39025",Clermont County,OH,Ohio,"0"
"27099",Mower County,MN,Minnesota,"0"
"17141",Ogle County,IL,Illinois,"0"
"29013",Bates County,MO,Missouri,"0"
"01049",DeKalb County,AL,Alabama,"0"
"21095",Harlan County,KY,Kentucky,"0"
"37147",Pitt County,NC,North Carolina,"0"
"42057",Fulton County,PA,Pennsylvania,"0"
"37159",Rowan County,NC,North Carolina,"0"
"17193",White County,IL,Illinois,"0"
"17085",Jo Daviess County,IL,Illinois,"1"
"21053",Clinton County,KY,Kentucky,"0"
"48067",Cass County,TX,Texas,"0"
"48025",Bee County,TX,Texas,"0"
"26099",Macomb County,MI,Michigan,"0"
"28087",Lowndes County,MS,Mississippi,"0"
"38097",Traill County,ND,North Dakota,"0"
"38035",Grand Forks County,ND,North Dakota,"0"
"08061",Kiowa County,CO,Colorado,"0"
"13049",Charlton County,GA,Georgia,"0"
"20137",Norton County,KS,Kansas,"0"
"20007",Barber County,KS,Kansas,"0"
"21235",Whitley County,KY,Kentucky,"0"
"22011",Beauregard Parish,LA,Louisiana,"0"
"21029",Bullitt County,KY,Kentucky,"0"
"22059",LaSalle Parish,LA,Louisiana,"0"
"21045",Casey County,KY,Kentucky,"0"
"30105",Valley County,MT,Montana,"0"
"31103",Keya Paha County,NE,Nebraska,"0"
"31129",Nuckolls County,NE,Nebraska,"0"
"35003",Catron County,NM,New Mexico,"0"
"37179",Union County,NC,North Carolina,"0"
"37155",Robeson County,NC,North Carolina,"0"
"38099",Walsh County,ND,North Dakota,"0"
"39053",Gallia County,OH,Ohio,"0"
"41051",Multnomah County,OR,Oregon,"9"
"46027",Clay County,SD,South Dakota,"0"
"05109",Pike County,AR,Arkansas,"0"
"21127",Lawrence County,KY,Kentucky,"0"
"25021",Norfolk County,MA,Massachusetts,"3"
"26041",Delta County,MI,Michigan,"0"
"46123",Tripp County,SD,South Dakota,"0"
"40053",Grant County,OK,Oklahoma,"0"
"16017",Bonner County,ID,Idaho,"0"
"47175",Van Buren County,TN,Tennessee,"0"
"47117",Marshall County,TN,Tennessee,"0"
"46053",Gregory County,SD,South Dakota,"0"
"46109",Roberts County,SD,South Dakota,"0"
"48505",Zapata County,TX,Texas,"0"
"48315",Marion County,TX,Texas,"0"
"53049",Pacific County,WA,Washington,"0"
"13217",Newton County,GA,Georgia,"0"
"17129",Menard County,IL,Illinois,"0"
"19105",Jones County,IA,Iowa,"0"
"21103",Henry County,KY,Kentucky,"0"
"21125",Laurel County,KY,Kentucky,"0"
"20197",Wabaunsee County,KS,Kansas,"1"
"26003",Alger County,MI,Michigan,"0"
"30025",Fallon County,MT,Montana,"0"
"32021",Mineral County,NV,Nevada,"0"
"34001",Atlantic County,NJ,New Jersey,"0"
"36071",Orange County,NY,New York,"0"
"37013",Beaufort County,NC,North Carolina,"0"
"37033",Caswell County,NC,North Carolina,"0"
"17003",Alexander County,IL,Illinois,"0"
"16009",Benewah County,ID,Idaho,"0"
"40059",Harper County,OK,Oklahoma,"0"
"48341",Moore County,TX,Texas,"0"
"46107",Potter County,SD,South Dakota,"0"
"16033",Clark County,ID,Idaho,"0"
"40151",Woods County,OK,Oklahoma,"0"
"49003",Box Elder County,UT,Utah,"0"
"53005",Benton County,WA,Washington,"0"
"22039",Evangeline Parish,LA,Louisiana,"0"
"25015",Hampshire County,MA,Massachusetts,"2"
"27021",Cass County,MN,Minnesota,"0"
"28053",Humphreys County,MS,Mississippi,"0"
"31163",Sherman County,NE,Nebraska,"0"
"36113",Warren County,NY,New York,"0"
"39075",Holmes County,OH,Ohio,"0"
"40055",Greer County,OK,Oklahoma,"0"
"39061",Hamilton County,OH,Ohio,"3"
"45013",Beaufort County,SC,South Carolina,"0"
"47091",Johnson County,TN,Tennessee,"0"
"48409",San Patricio County,TX,Texas,"0"
"35027",Lincoln County,NM,New Mexico,"0"
